City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Rolante,BR,-29.6506,-50.5758,75.0,77,70,5.01,broken clouds
450,Reconquista,AR,-29.15,-59.65,91.8,26,84,10.87,broken clouds
451,Kotlas,RU,61.2611,46.6556,0.27,93,96,5.1,light snow
452,Kytmanovo,RU,53.4593,85.4479,5.09,90,100,7.43,overcast clouds
453,Bonavista,CA,48.6499,-53.1147,28.0,68,79,12.66,broken clouds
454,Melbu,NO,68.5044,14.8297,28.4,63,75,12.66,light snow
455,Mende,FR,44.6667,3.5,36.48,100,100,13.8,overcast clouds
456,Boende,CD,-0.2167,20.8667,73.36,92,97,2.39,overcast clouds
457,Adeje,ES,28.1227,-16.726,64.4,72,40,3.44,scattered clouds
458,Savannah Bight,HN,16.45,-85.85,81.0,78,75,6.91,light rain
459,Strezhevoy,RU,60.7333,77.5889,-22.0,76,0,4.47,clear sky
460,Kerewan,GM,13.4898,-16.0888,71.6,60,0,2.3,clear sky
461,Filingue,NE,14.3521,3.3168,74.93,18,0,11.05,clear sky
462,Wajid,SO,3.8093,43.2471,81.79,57,100,23.15,overcast clouds
463,Camana,PE,-16.6228,-72.7111,75.69,64,55,9.1,broken clouds
464,Zaysan,KZ,47.4667,84.8667,24.66,97,100,2.17,overcast clouds
465,Coquimbo,CL,-29.9533,-71.3436,66.2,68,75,12.66,broken clouds
466,Pell City,US,33.5862,-86.2861,55.4,33,1,5.75,clear sky
467,Bardiyah,LY,31.7561,25.0865,53.02,57,0,4.83,clear sky
468,Joshimath,IN,30.5667,79.5667,40.15,35,0,9.53,clear sky
469,Matca,RO,45.85,27.5333,29.93,96,23,3.44,few clouds
470,Valente,BR,-11.4122,-39.4619,85.55,44,55,15.77,broken clouds
471,Jalu,LY,29.0331,21.5482,46.63,55,0,5.19,clear sky
472,Megion,RU,61.0296,76.1136,-22.0,76,0,4.47,clear sky
473,Birjand,IR,32.8663,59.2211,48.2,27,0,11.5,clear sky
474,Arucas,ES,28.1198,-15.5233,64.4,72,75,8.05,broken clouds
475,Port-Cartier,CA,50.0334,-66.8654,12.2,52,0,10.36,clear sky
476,Altoona,US,40.5187,-78.3947,28.99,63,67,4.0,broken clouds
477,Tysmenychany,UA,48.7717,24.6663,28.92,95,40,3.78,scattered clouds
478,Barsi,IN,18.2333,75.7,75.97,38,0,7.27,clear sky
479,Yanam,IN,16.7333,82.2167,64.76,91,0,2.3,clear sky
480,Miastko,PL,54.0028,16.9826,37.99,93,100,9.66,overcast clouds
481,Sioux Lookout,CA,50.1001,-91.917,17.6,86,90,11.5,snow
482,Qasigiannguit,GL,68.8193,-51.1922,24.8,68,75,1.14,broken clouds
483,Margate,GB,51.3813,1.3862,48.99,72,100,11.01,overcast clouds
484,Zilair,RU,52.2332,57.4392,-3.87,92,100,9.22,overcast clouds
485,Campos Novos,BR,-27.4017,-51.225,62.96,99,100,5.41,moderate rain
486,Shenkursk,RU,62.1091,42.896,-4.13,92,91,4.32,overcast clouds
487,Sur,OM,22.5667,59.5289,69.94,60,0,5.82,clear sky
488,Saint-Louis,SN,16.3333,-15.0,86.0,23,0,2.3,clear sky
489,Kasongo-Lunda,CD,-6.4667,16.8167,74.35,73,100,1.36,overcast clouds
490,Gornyak,RU,50.9942,81.4661,27.84,97,100,17.94,light snow
491,Ugoofaaru,MV,5.6667,73.0,81.61,69,3,5.28,clear sky
492,Fredericton,CA,45.9454,-66.6656,23.0,50,1,14.97,clear sky
493,Cockburn Town,TC,21.4612,-71.1419,80.6,65,40,9.22,scattered clouds
494,Casma,CL,-41.0082,-73.1244,82.4,44,0,12.66,clear sky
495,Karia,NG,11.7306,11.1629,67.98,25,0,12.71,clear sky
496,Uddevalla,SE,58.3478,11.9424,41.0,93,90,10.36,light rain
497,Mahajanga,MG,-15.7167,46.3167,77.0,94,40,17.27,heavy intensity rain
498,Mount Darwin,ZW,-16.7725,31.5838,68.22,91,100,1.68,overcast clouds
499,Maniitsoq,GL,65.4167,-52.9,29.7,91,12,10.33,few clouds
500,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,81.34,48,86,5.46,overcast clouds
501,Kenscoff,HT,18.4506,-72.2869,84.2,61,40,11.5,scattered clouds
502,Santa Maria,BR,-29.6842,-53.8069,82.4,65,75,18.41,broken clouds
503,Albany,US,42.6001,-73.9662,32.0,49,62,8.01,broken clouds
504,Sayan,PE,-11.1361,-77.1933,76.21,57,94,8.46,light rain
505,Deder,ET,9.3167,41.45,57.16,35,62,5.32,broken clouds
506,Aconibe,GQ,1.2968,10.9369,69.69,94,85,3.51,overcast clouds
507,Wajir,KE,1.7471,40.0573,87.33,22,100,12.66,overcast clouds
508,Waw,SS,7.7029,27.9953,73.56,19,1,5.84,clear sky
509,Havre-Saint-Pierre,CA,50.2334,-63.5986,6.8,72,90,16.11,overcast clouds
510,Rajpipla,IN,21.8667,73.5,67.42,35,0,1.25,clear sky
511,Pedernales,DO,18.0384,-71.744,81.99,62,22,7.87,few clouds
512,Kalmunai,LK,7.4167,81.8167,77.4,86,6,2.04,light rain
513,Escanaba,US,45.7453,-87.0646,23.0,68,1,16.11,clear sky
514,Istria,RO,44.5667,28.7167,34.0,75,0,12.66,clear sky
515,Rudbar,AF,30.15,62.6,59.77,32,34,7.87,scattered clouds
516,Inverness,GB,57.4791,-4.224,34.0,93,75,2.3,light snow
517,Punta De Piedra,VE,7.6176,-71.4916,89.82,42,86,4.7,overcast clouds
518,Develi,TR,38.3906,35.4922,15.8,86,0,4.61,clear sky
519,Velizh,RU,55.6056,31.1967,7.7,93,100,10.16,overcast clouds
520,Tyukhtet,RU,56.5389,89.3011,-22.86,85,1,4.7,clear sky
521,Ballina,AU,-28.8667,153.5667,66.2,94,75,5.75,broken clouds
522,Waddan,LY,29.1614,16.139,51.91,48,0,8.32,clear sky
523,Shieli,KZ,44.1667,66.75,36.07,83,100,7.49,moderate rain
524,Sumbe,AO,-11.2061,13.8437,76.19,80,75,7.81,broken clouds
525,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,77,20,12.01,few clouds
526,Tessalit,ML,20.1986,1.0114,64.49,24,48,11.34,scattered clouds
527,San Lorenzo,PY,-25.3333,-57.5333,87.8,62,20,10.36,light rain
528,Coihaique,CL,-45.5752,-72.0662,68.0,64,75,10.36,light rain
529,Soyo,AO,-6.1349,12.3689,80.01,81,89,9.75,overcast clouds
530,Karasjok,NO,69.4719,25.5112,-7.6,84,0,2.3,clear sky
531,Sisimiut,GL,66.9395,-53.6735,27.14,86,74,5.7,broken clouds
532,Kulhudhuffushi,MV,6.6221,73.07,81.09,72,6,6.55,clear sky
533,Nadym,RU,65.5333,72.5167,-18.65,87,100,12.1,overcast clouds
534,La Seyne-Sur-Mer,FR,43.0982,5.8847,55.0,82,100,15.99,overcast clouds
535,Barranca,PE,-10.75,-77.7667,74.14,73,100,9.6,overcast clouds
536,Plettenberg Bay,ZA,-34.0527,23.3716,66.07,86,15,8.77,few clouds
537,Fomboni,KM,-12.28,43.7425,82.45,69,100,10.42,overcast clouds
538,Fussen,DE,47.8739,12.1695,30.0,86,100,7.09,overcast clouds
539,Katima Mulilo,NA,-17.5,24.2667,69.19,95,100,4.27,light rain
540,Odweyne,SO,9.4092,45.064,69.01,49,45,6.55,scattered clouds
541,Luena,AO,-11.7833,19.9167,69.53,67,100,1.36,overcast clouds
542,Ikalamavony,MG,-21.15,46.5833,72.07,80,97,8.05,overcast clouds
543,Asyut,EG,27.181,31.1837,50.0,76,0,8.05,clear sky
544,Kavaratti,IN,10.5669,72.642,82.18,69,0,7.45,clear sky
545,Birnin Kebbi,NG,12.4539,4.1975,74.1,19,0,11.01,clear sky
546,Graham,US,47.0529,-122.2943,44.6,87,90,4.61,overcast clouds
547,Lena,ES,43.1,-5.7333,55.4,67,40,10.36,scattered clouds
548,Gambela,ET,8.25,34.5833,83.26,32,45,1.95,scattered clouds
549,Cabedelo,BR,-6.9811,-34.8339,82.4,74,75,11.5,broken clouds
550,Skibbereen,IE,51.55,-9.2667,37.4,87,40,10.36,scattered clouds
551,Serdobsk,RU,52.4586,44.2169,-4.18,93,99,7.52,overcast clouds
552,Totskoye,RU,52.5248,52.7623,-7.53,90,91,5.93,overcast clouds
553,Hamilton,US,39.1834,-84.5333,37.99,41,1,3.44,clear sky
554,Shubarshi,KZ,48.5872,57.1869,4.37,94,100,5.95,overcast clouds
555,Paducah,US,37.0834,-88.6001,46.4,34,1,3.44,clear sky
556,Aanekoski,FI,62.6946,25.818,19.4,93,90,6.91,light snow
557,Thinadhoo,MV,0.5333,72.9333,82.17,73,34,7.25,scattered clouds
558,Yangambi,CD,0.8102,24.4336,70.93,91,4,2.51,clear sky
559,Mayumba,GA,-3.432,10.6554,79.7,83,100,4.81,overcast clouds
560,Cudahy,US,33.9606,-118.1853,77.0,25,1,4.43,clear sky
561,Hof,DE,50.3167,11.9167,39.2,65,0,11.5,clear sky
562,Bialystok,PL,53.1333,23.15,34.0,94,100,11.3,overcast clouds
563,Kolaras,IN,25.2333,77.6,56.68,38,0,3.49,clear sky
564,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.01,67,96,4.12,overcast clouds
565,Parintins,BR,-2.6283,-56.7358,76.82,85,80,2.01,broken clouds
566,Semnan,IR,35.5729,53.3971,41.29,58,0,1.19,clear sky
567,Marawi,PH,7.9986,124.2928,73.99,95,100,4.0,overcast clouds
568,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,14.0,92,100,8.23,overcast clouds
569,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.88,74,100,11.32,overcast clouds
570,Butterworth,MY,5.3991,100.3638,79.0,88,20,2.3,few clouds
571,Grand Gaube,MU,-20.0064,57.6608,81.0,83,23,1.99,moderate rain
572,Tambopata,PE,-12.7333,-69.1833,87.8,51,20,3.44,few clouds
573,Ercis,TR,39.0287,43.3586,21.2,86,75,6.91,light snow
574,Mbandaka,CD,0.0487,18.2603,76.12,80,100,5.53,overcast clouds
575,Jaque,PA,7.5175,-78.1703,85.55,67,45,4.9,scattered clouds
576,Somoto,NI,13.4808,-86.5821,95.0,52,40,23.02,scattered clouds
577,Koygorodok,RU,60.445,50.9968,2.37,94,98,5.19,overcast clouds
578,Abu Dhabi,AE,24.4667,54.3667,66.2,88,0,2.3,clear sky
579,Rawah,IQ,34.4816,41.9093,43.38,66,0,27.65,clear sky
580,Methala,IN,10.2166,76.2166,78.8,89,20,2.42,haze
581,Radovis,MK,41.6383,22.4647,30.0,76,17,0.22,few clouds
582,Melioratorov,RU,57.2107,65.6077,-0.4,85,90,1.81,light snow
583,Ubinskoye,RU,55.3068,79.6802,-4.94,91,100,11.27,overcast clouds
584,Atar,MR,20.5169,-13.0499,68.97,20,100,11.23,overcast clouds
585,Cerrito,CO,6.8432,-72.694,80.6,57,40,8.05,scattered clouds
586,Samana,DO,19.2056,-69.3369,82.4,83,40,9.22,scattered clouds
587,Belmonte,BR,-15.8631,-38.8828,80.6,65,0,10.36,clear sky
588,Araouane,ML,18.9048,-3.5265,72.75,18,36,10.13,scattered clouds
589,Ulagan,RU,50.6321,87.9563,18.43,87,100,2.93,overcast clouds
590,Sakakah,SA,29.9697,40.2064,44.6,57,0,14.97,clear sky
591,Wundanyi,KE,-3.4019,38.364,65.39,78,52,4.34,broken clouds
592,Copiapo,CL,-27.3667,-70.3333,69.8,56,0,12.66,clear sky
593,Umm Lajj,SA,25.0213,37.2685,66.33,43,0,19.01,clear sky
594,Imbituba,BR,-28.24,-48.6703,69.8,94,75,13.8,broken clouds
595,Chapais,CA,49.7834,-74.8492,1.4,71,1,4.61,clear sky
596,Surgut,RU,61.25,73.4167,-18.4,76,0,8.95,clear sky
597,Qobustan,AZ,40.0824,49.412,37.4,81,90,20.71,overcast clouds
598,Chernoyerkovskaya,RU,45.4331,37.7686,14.0,73,31,8.95,scattered clouds
599,Cap-Aux-Meules,CA,47.3821,-61.8597,21.2,68,25,18.41,scattered clouds
600,Mikumi,TZ,-7.4041,36.9831,71.47,89,100,2.28,moderate rain
601,Bereda,ES,43.2686,-7.5406,52.0,99,95,8.99,overcast clouds
602,Lokoja,NG,7.8024,6.743,82.31,16,0,0.81,clear sky
603,Indiana,US,40.0003,-86.2503,35.01,51,1,13.8,clear sky
604,Port Hawkesbury,CA,45.6169,-61.3485,24.01,50,1,11.5,clear sky
605,Caraballeda,VE,10.6112,-66.8522,86.0,74,20,5.75,few clouds
606,Veraval,IN,20.9,70.3667,68.2,44,0,11.07,clear sky
607,Almeirim,BR,-1.5233,-52.5817,73.09,97,100,3.76,light rain
608,Mpika,ZM,-11.8343,31.4529,63.86,98,100,6.13,light rain
609,Taybad,IR,34.74,60.7756,53.1,38,100,15.88,overcast clouds
610,Matay,EG,28.419,30.7792,48.36,60,0,11.27,clear sky
611,Bongandanga,CD,1.5,21.05,74.79,79,65,3.67,broken clouds
612,Pimentel,PE,-6.8367,-79.9342,77.0,65,0,23.02,clear sky
613,Provins,FR,48.5833,3.1667,53.01,74,100,4.0,overcast clouds
614,Ravar,IR,31.2656,56.8055,53.35,35,23,6.78,few clouds
615,Khanskaya,RU,44.677,39.9616,17.49,94,9,3.24,clear sky
616,Putina,PE,-15.4667,-69.4333,53.4,64,61,17.4,broken clouds
617,Monteagudo,BO,-19.8167,-63.9833,86.0,30,40,6.91,scattered clouds
618,Garowe,SO,8.4054,48.4845,73.51,70,69,14.03,broken clouds
619,Visnes,NO,59.3556,5.2242,42.01,87,100,19.57,moderate rain
620,Mochudi,BW,-24.4167,26.15,77.0,47,0,6.91,clear sky
621,Miraflores,MX,19.2167,-98.8083,69.8,35,40,4.52,scattered clouds
622,Qovlar,AZ,40.948,45.735,32.0,69,40,11.5,scattered clouds
623,Iskateley,RU,67.6803,53.1512,-11.2,89,100,15.86,overcast clouds
624,Serenje,ZM,-13.2325,30.2352,62.96,98,100,4.65,overcast clouds
625,Baryshivka,UA,50.361,31.3217,12.2,79,40,8.95,scattered clouds
626,Loiza,PR,18.4313,-65.8802,82.4,69,40,16.11,scattered clouds
627,Barcelos,PT,41.5388,-8.6151,55.4,94,75,9.22,broken clouds
628,Dornoch,GB,57.8805,-4.0288,35.01,93,75,2.3,snow
629,Alekseyevka,RU,50.6309,38.6903,-2.06,91,0,4.38,clear sky
630,Ngaoundere,CM,7.3167,13.5833,64.33,28,36,4.25,scattered clouds
631,Caconda,AO,-13.7333,15.0667,60.98,52,43,6.53,scattered clouds
632,Abeche,TD,13.8292,20.8324,63.84,26,0,13.02,clear sky
633,Mamallapuram,IN,12.6264,80.1722,75.2,94,20,8.37,mist
634,Curico,CL,-34.9833,-71.2333,90.0,37,0,8.05,clear sky
635,Mahuva,IN,21.0914,71.7622,68.05,51,0,6.44,clear sky
636,Peto,MX,20.1333,-88.9167,82.96,54,71,4.61,broken clouds
637,Lexington-Fayette,US,38.0498,-84.4585,39.99,44,1,10.36,clear sky
638,San Andres,CO,12.5847,-81.7006,84.2,74,20,19.57,few clouds
639,Chabahar,IR,25.2919,60.643,69.12,70,0,2.68,clear sky
640,Kashi,CN,39.4547,75.9797,24.8,68,60,6.71,broken clouds
641,Pital,CO,2.2665,-75.8044,83.28,42,100,4.16,overcast clouds
642,Bonthe,SL,7.5264,-12.505,78.89,77,0,8.01,clear sky
643,Murmashi,RU,68.8154,32.8115,-7.6,84,75,2.24,fog
644,Oktyabrskiy,RU,54.4815,53.471,-5.22,90,100,7.85,overcast clouds
645,Gwanda,ZW,-20.9333,29.0,70.09,90,99,10.83,light rain
646,Ilhabela,BR,-23.7781,-45.3581,79.57,76,43,2.35,scattered clouds
647,Kardamaina,GR,36.7814,27.1425,46.4,57,20,2.3,few clouds
648,Sistranda,NO,63.7256,8.834,33.8,69,75,29.93,light snow
649,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,91.99,42,3,4.0,clear sky
650,Kizema,RU,61.113,44.8302,-1.55,93,77,5.21,broken clouds
651,Syracuse,IT,37.0881,15.2792,53.6,87,40,6.91,scattered clouds
652,Antofagasta,CL,-23.65,-70.4,73.99,68,20,17.27,few clouds
653,Sabha,LY,27.0377,14.4283,49.28,50,0,6.76,clear sky
654,Probistip,MK,42.0031,22.1786,24.8,86,0,1.23,clear sky
655,Casablanca,MA,33.5928,-7.6192,59.0,88,90,11.5,overcast clouds
656,Urengoy,RU,65.9667,78.3667,-34.67,84,0,3.0,clear sky
657,Diamantino,BR,-14.4086,-56.4461,83.1,75,84,5.1,moderate rain
658,Acari,PE,-15.4311,-74.6158,82.11,47,54,10.69,broken clouds
659,Nioro,GM,13.35,-15.75,83.77,13,36,7.09,scattered clouds
660,Bubaque,GW,11.2833,-15.8333,78.53,73,80,12.44,broken clouds
661,Goderich,CA,43.7501,-81.7165,23.0,63,100,13.8,overcast clouds
662,Ondangwa,NA,-17.9167,15.95,75.2,83,100,2.3,overcast clouds
663,Saint-Francois,FR,46.4154,3.9054,53.6,54,0,21.85,clear sky
664,Mtwara,TZ,-10.2667,40.1833,80.6,89,40,17.27,scattered clouds
665,Skjervoy,NO,70.0311,20.9714,17.6,67,75,5.75,broken clouds
666,Bhanpura,IN,24.513,75.7469,63.66,38,0,3.85,clear sky
667,Kashan,IR,33.9831,51.4364,48.29,48,8,3.51,clear sky
668,Mercedes,AR,-34.6515,-59.4307,91.99,31,0,3.0,clear sky
669,Kathmandu,NP,27.7167,85.3167,44.6,87,20,3.44,mist
670,Sibenik,HR,43.7272,15.9058,50.0,76,75,5.75,broken clouds
671,La Roda,ES,39.2167,-2.15,44.6,87,90,5.75,overcast clouds
672,Marystown,CA,47.1666,-55.1483,25.92,93,100,27.0,overcast clouds
673,Truro,GB,50.2653,-5.0544,41.0,93,90,24.16,drizzle
